"So far so good!   Working good and showing correct info. The UI and especially the round widget looks really beautiful. I have a request. *EDIT: Thanks for listening to my request to add default clock in ""tap on clock"" option from settings* 5 stars here.       Thank you for considering the request, hope this beautiful app will never be bloated in future. Thank you :)      ",
"GulfJet Graphics 5 Stars, accuracy 2 stars. You report SNOW BLIZZARD where is NONE. The temperature is off most of the time. It's a pity. Take a close look at your Wx provider. I do like the program, but it should deliver the Wx as accurate as possible. Kind regards .... Well, the program still reported ""Snow Blizzard"" with a Outside Temp. 06 C. I live on the south side of the Jura mountain at 840 meters in Switzerland, maybe this helps a bit. Graphics 5 Stars           ",
After downloading this app I found that you have deducted an extra amount of Rs. 50/-  from my account. First an amount of Rs.10/- deducted and after few minutes again an amount of Rs.50/- was deducted. Why this cheating from the customer?      ,
These app suks The worst app I've ever purchased why does the widget not working when i put a widget on the home screen theres no weather coming out pls. Fix these ok      ,
Weather Live Apalon app Great weather app for Android. Like the layout & ability to see weather in many places all together in one place. (iOS app can show a temperature graph for the day but this one doesn't). A very good app even though forecast is out sometimes!      ,
No. Hate the red clouds background when skies are grey during day time. Please add a grey clouds background and remove that hideous red cloud apocalypse garbage.  It makes cloudy days worse.      ,
Fairly accurate most the time unlike like the other weather apps I'm currently running two separate apps on my phone for weather and this one is definitely better and more accurate.      ,
Best weather application! This is a great application for all weather enthusiasts. The best one I have used with up to date reports as well as a beautiful widget choice for all likes. I  would highly recommend this application to anybody looking for a very informative and great working weather application.      ,
"Galaxy S5 City is always changing. I'm 8 hrs from Minneapolis, MN but I got their weather. I thought it was something I was doing wrong. The information is inaccurate outside of 15 degrees.  I would not suggest this app.  Especially don't buy until you're sure, but that's with everthing. Good luck      ",
Seems better Than when posted last year so increased rating.  Could do with some more widget styles and also when click on clock should take you straight to clock not the app for you to click again      ,
"Great! Great app! Attractive interface, accurate forecasts... What more could you want!      ",
"Great app Accurate, looks good on the whole, forecast too small.  Would be good to show location in the widget.      ",
"Pretty, but useless. The app and widget do not work correctly if you have a battery saver or anti-virus installed. This was told to me by their own customer support. Why should I have to turn off my battery saver to use their program?  There are plenty of free options out there. I feel like I am owed a refund. Stay away.      ",
Good looking and accurate The widget does look very sophisticate and it is very precise with the information that displays. Love it      ,
accurate and beautiful wonderful app. worth the money      ,
"So Simple,  yet so much. This app is a very simple one to use,  but has a lot of widgets.  I love it,  with its nice layout,  and simple design. The images change according to the weather and time of day. Worth the $0.99      ",
Good... but could be Great My biggest problem with it is the live weather wallpaper is not current with the weather i am having ..I have to restart my galaxy s7 to get accurate wallpaper.  Also it does not list the town where I live it picks up a city 4 towns away thats the weather i  have to go by. The style is very good and i like the widgets but still needs improvements ..      ,
Looking forward to use this app I've used the free version and I wasn't disappointed. Now it's time to put the live wallpaper to the test.      ,
"memory hog, leaks My S5 was unresponsive so I found that live wallpaper was consuming 500MB RAM. Removed that, but using widget still was consuming around 250MB. I uninstalled it for now. Please mem profile and fix :-)      ",
Add a Future Radar Cast & I'll love it Beautiful layout and look. The accuracy is great too. There is a lot going for this app. It's well worth the price for the full features. Unfortunately I have had to keep a second weather app because a major feature is missing. I took a star off because there is no future radar cast. That is a feature that would increase the rating to 5 stars for me. Hopefully that can be added in a future update soon. I'd love to only have one weather app that does it all!      ,
Mr Chris Reeve A very good app can't really fault it . Does the job      ,
"Not as good as I thought. What is with it only updating every 30 mins???? Temps & weather changes faster than that. The graphics don't keep up either obviously. Why can't it be every 10 mins like the rest?? Wish I hadn't bought the full version, otherwise I would uninstall. Don't like wasting money      ",
Junk Detailed forecasts are worthless when the app can't get he location correct.      ,
nice widget the one I was looking for.well how to add all the parameter default only 4 are there      ,
Disappointed The app like to show the extremely wrong weather conditions suchlike heavy snow in my location for 2 days already. Really like the widget but please fix the accuracy. I'm in Staaken Berlin Germany by the way.      ,
Great app! Clean user interface. Accurate and easy to use. Keep up the great work devs.      ,
Great app Love this app. The devs are really quick to respond and are very helpful. The 'full' version on Amazon underground carries ads for Amazon (a full version with ads?)  which cause it to crash. Get the *proper* full version here.      ,
"So far so good Not long installed app , hopefully it holds up.      ",
Great for weather I use this app every day sometimes multiple times      ,
"Sitting in a virtual monsoon should've brought a coat!...freezing rain, has been all day ..But not according to you. From Chester, Cheshire      ",
"Good App Wanted a good looking widget that displays hourly weather and time, this worked great      ",
I really like this app I wish there was a way to change the front page of the app itself.      ,
Why only 3 stars ? I've only given 3 stars because it looks amazing but the weather info is very inaccurate. Maybe a good idea if we could choose who the info came from. Like some other apps.      ,
"Says ""network error occurred"" but my Internet is fine. Such a disappointment for a pretty app. Update: Reboot worked! Thanks!      ",
"It does the job Have it on my Nvidia Shield, so far so good      ",
Good little app Does what's expected.  Good graphics.      ,
Seems good So far so good. But a bit inaccurate      ,
"Good, solid app! It's not as customizable as my last free app, but it's got more important features like barometric pressure, rain totals, etc. I also haven't seen any ads yet which is totally worth a buck!!      ",
"Missing important information I live in an extremely hot and sunny area, I was hoping this app would have the max daily UV index in it so I could prepare myself, otherwise it's a great app. Hope to see this feature soon.      ",
"Not bad Lovely design, temp is good. Really good looking widget.      ",
Looks great but stopped working Really love it. But now it simply stopped working. It is just stuck on a black background not changing or moving or anything. I keep having to restart it. Sort of pointless to do that for a background. Nexus 6p.      ,
"Great concept, but could have been done better in my opinion. You can only choose from a few layouts, all of which consist of pretty much the same few objects, shifted around. It would be nice to be able to choose from 2 or 3 sets of shapes instead of being stuck to a flower that's petals shift around. The app's setting also seem confusing. It would be helpful to see explanations for what some of the sliders do.      ",
Worth the money This has to be 1 of the coolest live wallpapers on the market works flawlessly on my LG G4 it is awesome lots of customisation      ,
"Beautiful Performance on Note 4 Lollipop Brilliant, realtime camera adaptation is magnificent to behold in this wallpaper. Going into the wallpaper's settings lets you adjust how often the camera refreshes, how often the layout animates, and how quickly it animates. Frankly, the out-of-the-box settings are so visually enticing that you may want to tone them down so that you can actually do whatever it was you wanted to do on your device! Well done, dev. Certainly worth three times the price.      ",
Very cool app I love this app. I'm showing it off all the time. This is a terrific way to personalize your phone.      ,
"Awesome Awesome is the word to describe this app. It needs improvement in adapting the exact color, but still I'll give it a 5 star.      ",
"Love it Only one thing frustrates me. PLEASE ADD AN OPTION TO DISABLE DOUPLE TAP TO REFRESH OR TO DISABLE THE USE OF THE CAMERA COMPLETELY. Whenever I swipe through my screens the layout and colors change, and this frustrates me because it's using the camera which means more battery wasted. The last two refresh options say ""no camera"" but this isn't true for either of them because the camera is still used if it registers a double tap, even if it's just from swiping through your screens. 4 stars until then.      ",
"Doesn't work with Nova launcher S6 Says ""Application not installed""      ",
My favorite wallpaper app I like this for a number of reasons. It follows the Material Design theme. It's customizable. My icons and widgets are fully visible over the wallpaper. Also it doesn't seem to drain battery from my s6 Active.      ,
Yep. Beautiful app Looks amazingly cool on my note 4.      ,
Amazing but the camera is portrait. Please make it to real camera settings      ,
Worked for about 3 month It just stop working. I kind of regret spending my money on it now.      ,
"Nice, but uses too much processor and battery      ",
Wow This it a pretty unique LWP. A+      ,
Nice It's the first time I buy a lwp love it      ,
Chmeleleon Wow! This is a got a have it NOW!!!!      ,
Bug Too many bugs on zenfone 2      ,
The Best      ,
This app doesn't work properly on s4 waste of money      ,
Wow Just wow      ,
Refund my money Crashing in my phone. Kindly refund my money.      ,
great idea buuuuut... it doesn't work very well on my s4 gti9500      ,
Nearly 5* But realtime not working      ,
beautiful . nice idea and well done.      ,
"Plus one Works great. Still get some crashes, if I launch an app while it's still changing.  For a request, I'd like to be able to save a color scheme. Maybe a triple tap. Also, an option for two finger tap, so it doesn't change colors when I open a shutter in action launcher.  Thanks!      ",
Best Lwp In The World Please add 20 more layout or color add option to choose manual color to every part      ,
I will give a 4 star when force close stops on my nexus 6      ,
"It actually works ! It works exactly as listed. I have had some minor crashing errors, but once I disabled the changing of the pattern by touching it helped.      ",
Thank you    The update fixed all the crashes I was having on my note 4      ,
"Amazing but Please fix settings, can't read anything. Just big and bold squares as the words and letters (still happening after reset)      ",
